REPORT_DATE,EOM_SEQ,EOW_SEQ,DES_PROGRAM,ORGANISATION_NAME,ORGANISATION_CODE,SUMMARY_LINE_TYPE,LMR_NAME,LMR_CODE,ESA_NAME,ESA_CODE,CONTRACT_ID,SITE_NAME,SITE_CODE,LOCALITY,SITE_TYPE,SPECIALTY_CD,START_DATE,END_DATE,PROV_EOM_SEQ,PROV_EOW_SEQ,CONTRACT_START_GROUP,PERFORMANCE_MEASURES,RATE,NUMERATOR,DENOMINATOR,OWN_ORG_ESA_AVG,OWN_ORG_LMR_AVG,OWN_ORG_NAT_AVG,ALL_ORG_SAME_SPEC_ESA_AVG,ALL_ORG_SAME_SPEC_LMR_AVG,ALL_ORG_SAME_SPEC_NAT_AVG,ALL_ORG_ESA_AVG,ALL_ORG_LMR_AVG,ALL_ORG_NAT_AVG,NAT_AVG_ALL_SPEC_JULY_2018
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,13 Week Full Outcomes,0,0,3,21.2,21.2,19.4,23,23,22.4,23.2,23.1,22.4,22.4
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,26 Week Pathway Outcomes,0,0,2,0.4,0.4,0.2,1.4,1,1.1,1.4,1.1,1.1,1.1
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,4 Week Outcomes,0,0,4,18.5,18.5,17.4,19.3,19.5,18.5,19.6,19.5,18.6,18.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,Ongoing Support,0,0,0,0,0,0,0,0,0,0,0,0,
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,18.48,90,487,18.5,18.5,17.4,19.3,19.5,18.5,19.6,19.5,18.6,18.5
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,20,1,5,20,20,56.9,67.7,71.3,71.4,65.2,67.3,68.4,71.3
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Pathway Outcomes,0.43,1,232,0.4,0.4,0.2,1.4,1,1.1,1.4,1.1,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Pathway Outcomes,2,5,250,2,1.8,0.8,1,1.3,1.2,1,1.2,1.2,1.2
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,26 Week Bonus Outcomes/Work Assist,0,0,0,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,Ongoing Support,0,0,0,83.3,83.3,66.7,81.9,80.5,80.8,81.8,81,81.4,80.8
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,26 Week Bonus Outcomes/Work Assist,0,0,0,20,20,56.9,67.7,71.3,71.4,65.2,67.3,68.4,71.3
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,Ongoing Support,83.33,5,6,83.3,83.3,66.7,81.9,80.5,80.8,81.8,81,81.4,80.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Pathway Outcomes,2.04,2,98,2,1.8,0.8,1,1.3,1.2,1,1.2,1.2,1.2
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,3.08,2,65,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,4.35,2,46,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,13 Week Full Outcomes,24.18,88,364,24.2,23.4,23.4,24.5,24.6,24.1,24.2,24.4,24,24.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,22.3,93,417,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,8.33,2,24,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,13 Week Full Outcomes,12.12,4,33,24.2,23.4,23.4,24.5,24.6,24.1,24.2,24.4,24,24.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,0,0,0,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,0,0,0,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,13 Week Full Outcomes,22.95,14,61,24.2,23.4,23.4,24.5,24.6,24.1,24.2,24.4,24,24.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,18.52,5,27,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,20.69,6,29,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,13 Week Full Outcomes,25.66,39,152,24.2,23.4,23.4,24.5,24.6,24.1,24.2,24.4,24,24.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,32.14,9,28,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,16.07,9,56,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,0,0,0,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,0,0,0,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,24.76,26,105,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,18.39,32,174,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,23.53,16,68,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,50,1,2,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,50,1,2,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,0,0,17,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,0,0,21,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,4 Week Outcomes,17.14,6,35,22.3,21.3,19.8,22.1,21.2,19.5,22,21.2,19.5,19.5
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,0,0,16,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,0,0,15,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Pathway Outcomes,0,0,21,2,1.8,0.8,1,1.3,1.2,1,1.2,1.2,1.2
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,10.53,2,19,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,20.27,15,74,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,24.43,32,131,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment STRATHPINE,FU88,STRATHPINE,FULL,AALL,17/09/2021 0:00,30/06/2023 0:00,1,0,,26 Week Bonus Outcomes,0,0,0,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,15.38,8,52,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,21.69,18,83,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,0,0,2,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment CHERMSIDE,MK87,CHERMSIDE,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Pathway Outcomes,2.17,1,46,2,1.8,0.8,1,1.3,1.2,1,1.2,1.2,1.2
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,100,1,1,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,AimBig Employment MITCHELTON,ML07,MITCHELTON,PART,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,100,1,1,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,19.3,22,114,18.8,18.8,18,21.2,21.5,21.5,21.5,21.5,21.5,21.5
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment NORTH LAKES,MK97,NORTH LAKES,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,19.59,19,97,18.8,18.8,18,21.2,21.5,21.5,21.5,21.5,21.5,21.5
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,16,4,25,13.3,13.3,9.1,16.4,17.9,17.2,16.8,18,17.2,17.2
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,18.75,66,352,18.8,18.8,18,21.2,21.5,21.5,21.5,21.5,21.5,21.5
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,25,1,4,25,25,58,69.8,72.4,74.4,69.8,72.5,74.3,74.4
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment FORTITUDE VALLEY,NX17,FORTITUDE VALLEY,OUTR,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,21.74,10,46,18.8,18.8,18,21.2,21.5,21.5,21.5,21.5,21.5,21.5
30/09/2022,1,0,DES - ESS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,North Brisbane QLD,4NOB,0212879H,AimBig Employment TOOWONG,MK77,TOOWONG,FULL,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,33.33,1,3,25,25,58,69.8,72.4,74.4,69.8,72.5,74.3,74.4
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Full Outcomes,16.58,33,199,16.6,14.5,10.9,16.9,18.3,15.9,16.5,18,15.7,15.9
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Full Outcomes,20.44,65,318,20.4,21.9,22,22.4,23.2,23,22,23.1,22.8,23
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,52 Week Pathway Outcomes,2.41,4,166,2.4,1.1,0.6,1.2,1.3,1.1,1.2,1.2,1.1,1.1
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes,40,2,5,40,61.5,64.7,65.7,71.9,73.9,66.2,72.3,73.7,73.8
30/09/2022,1,0,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,ESA,Brisbane,4BRI,North Brisbane QLD,4NOB,0212795D,,,,,AALL,2/07/2018 0:00,30/06/2023 0:00,1,0,1/07/2018 0:00,26 Week Bonus Outcomes/Work Assist,40,2,5,40,61.5,64.7,65.7,71.1,72.1,66.2,71.6,71.9,72
30/09/2022,0,5,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,South Brisbane QLD,4SOB,0212796E,AimBig Employment CAPALABA,FV08,CAPALABA,FULL,MENH,17/09/2021 0:00,30/06/2023 0:00,0,5,,52 Week Pathway Outcomes,0,0,0,0,1.1,0.6,0.6,0.6,1,1,1.2,1.1,1.1
30/09/2022,0,5,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,South Brisbane QLD,4SOB,0212796E,AimBig Employment INALA,FR68,INALA,FULL,MENH,16/07/2021 0:00,30/06/2023 0:00,0,5,,52 Week Pathway Outcomes,0,0,6,0,1.1,0.6,0.6,0.6,1,1,1.2,1.1,1.1
30/09/2022,0,5,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,South Brisbane QLD,4SOB,0212796E,AimBig Employment WOOLLOONGABBA,MO47,WOOLLOONGABBA,PART,MENH,2/07/2018 0:00,30/06/2023 0:00,0,5,1/07/2018 0:00,Work Assist,0,0,0,0,0,0,0,0,0,0,0,0,
30/09/2022,0,5,DES - DMS,AIMBIG EMPLOYMENT PTY LTD,VVFE,OUTLET,Brisbane,4BRI,South Brisbane QLD,4SOB,0212796E,AimBig Employment UPPER MOUNT GRAVATT,MO57,UPPER MOUNT GRAVATT,PART,MENH,2/07/2018 0:00,30/06/2023 0:00,0,5,1/07/2018 0:00,Work Assist,0,0,0,0,0,0,0,0,0,0,0,0,
